10,8569,7347,11338,10180,24850,28894,5065,5631,12704,11144,25449,7819,12546,4537,6160,27721,10090,11030,22075,22919,15430,18319,7125,27744,2528,22236,5136,20970,1560,
1.000000,100.000000,0.660690,0.668085,0.653333,0.707527,0.655922,0.688182,0.697204,0.681584,0.676484,0.670928,0.693953,0.665882,0.688602,0.692673,0.644952,0.693333,0.687059,0.640741,0.629630,0.680879,0.681013,0.661867,0.666364,0.687843,0.636697,0.669703,0.687529,0.681798,0.650256,0.701000,0.673390,
1.000000,110.000000,0.660690,0.668085,0.653333,0.707527,0.664950,0.688471,0.700220,0.681584,0.676484,0.666526,0.693953,0.665882,0.688000,0.692673,0.648440,0.693333,0.691313,0.640741,0.632405,0.680879,0.682025,0.652267,0.666364,0.692800,0.632000,0.670303,0.687529,0.676322,0.650256,0.701000,0.673545,
1.000000,120.000000,0.660690,0.671111,0.653333,0.707527,0.668235,0.684938,0.700220,0.681616,0.676484,0.667368,0.698605,0.665882,0.687442,0.692673,0.648440,0.693333,0.697143,0.640741,0.639000,0.676404,0.685195,0.652267,0.667907,0.692800,0.628889,0.670303,0.687529,0.676322,0.654359,0.701000,0.674259,
1.000000,130.000000,0.660690,0.671111,0.653333,0.707527,0.671111,0.690864,0.702472,0.681616,0.685393,0.667368,0.698605,0.665882,0.687442,0.692673,0.648440,0.693333,0.700833,0.640000,0.638974,0.677303,0.677867,0.652267,0.666364,0.692800,0.627961,0.675152,0.687529,0.668046,0.650256,0.701000,0.674474,
1.000000,140.000000,0.660690,0.677333,0.653333,0.707527,0.674227,0.685063,0.702472,0.681616,0.675506,0.667368,0.698605,0.661961,0.687442,0.692673,0.645185,0.693333,0.689167,0.640000,0.633684,0.668444,0.675897,0.654795,0.666364,0.692800,0.633398,0.675152,0.689412,0.671529,0.650256,0.701000,0.673541,
1.000000,150.000000,0.660690,0.677333,0.653333,0.707527,0.674227,0.683951,0.702472,0.681616,0.671304,0.667368,0.694634,0.661961,0.688372,0.692673,0.645185,0.693333,0.689167,0.640000,0.633514,0.676404,0.677867,0.654795,0.666977,0.692800,0.630099,0.675152,0.689412,0.671429,0.645263,0.701000,0.673329,
1.000000,160.000000,0.664545,0.677333,0.653333,0.707527,0.674227,0.677922,0.702472,0.681616,0.678222,0.667368,0.684819,0.661961,0.688372,0.692673,0.642264,0.693333,0.689167,0.640000,0.633514,0.671724,0.677867,0.654795,0.666977,0.692800,0.630099,0.675152,0.689412,0.671429,0.654054,0.701000,0.673199,
1.000000,170.000000,0.664545,0.677333,0.656092,0.707527,0.674227,0.677922,0.702472,0.681616,0.678222,0.667368,0.684819,0.661961,0.688372,0.692673,0.642264,0.693333,0.692903,0.640000,0.633514,0.671724,0.677867,0.654795,0.666977,0.692800,0.630099,0.675152,0.689412,0.671429,0.654054,0.701000,0.673416,
1.000000,180.000000,0.664545,0.677333,0.656092,0.707527,0.665155,0.677922,0.702472,0.681616,0.686222,0.667368,0.684819,0.661961,0.688372,0.692673,0.638857,0.693333,0.692903,0.640000,0.633514,0.671724,0.677867,0.654795,0.666977,0.692800,0.637228,0.673600,0.687356,0.676190,0.654054,0.701000,0.673542,
1.000000,190.000000,0.661818,0.677333,0.656092,0.707527,0.665155,0.677922,0.702472,0.681616,0.686222,0.667957,0.684819,0.663689,0.688372,0.692673,0.638857,0.693333,0.702128,0.640000,0.636667,0.671724,0.677867,0.658592,0.668571,0.690612,0.637228,0.673600,0.687356,0.676190,0.653333,0.693000,0.673758,
1.000000,200.000000,0.661818,0.677333,0.656092,0.707527,0.665155,0.677922,0.702472,0.681616,0.686222,0.667957,0.684819,0.665600,0.689524,0.692673,0.638857,0.693333,0.702128,0.641569,0.636667,0.671724,0.677867,0.658592,0.668571,0.690612,0.637228,0.673600,0.687356,0.676190,0.653333,0.693000,0.673912,
1.000000,210.000000,0.666364,0.677333,0.649655,0.707527,0.665155,0.677922,0.702069,0.681616,0.677273,0.667957,0.684819,0.665600,0.689524,0.692673,0.638857,0.693333,0.694624,0.641569,0.633803,0.671724,0.677867,0.666479,0.668571,0.692500,0.637228,0.673600,0.687356,0.676190,0.653333,0.693000,0.673517,
1.000000,220.000000,0.665618,0.677333,0.649655,0.707527,0.665155,0.677922,0.702069,0.681616,0.681818,0.667957,0.684819,0.661224,0.689524,0.692673,0.638857,0.693333,0.689670,0.641569,0.633803,0.671724,0.677867,0.660290,0.668571,0.692500,0.637228,0.673600,0.691294,0.676190,0.653333,0.693000,0.673258,
1.000000,230.000000,0.665618,0.677333,0.649655,0.707527,0.665155,0.677922,0.702069,0.681616,0.690476,0.667957,0.689000,0.661224,0.689524,0.692673,0.638857,0.693333,0.689670,0.641569,0.633803,0.671724,0.677867,0.660290,0.668571,0.685833,0.637228,0.673600,0.691294,0.676190,0.653333,0.696410,0.673577,
1.000000,240.000000,0.666364,0.677333,0.656092,0.707527,0.665155,0.677922,0.702069,0.681616,0.690476,0.667957,0.689000,0.661224,0.683902,0.692673,0.638857,0.693333,0.687191,0.641569,0.633803,0.671724,0.677867,0.655211,0.668571,0.685833,0.637228,0.673600,0.691294,0.676190,0.653333,0.696410,0.673377,
1.000000,250.000000,0.671111,0.677333,0.656092,0.707527,0.665155,0.677922,0.702069,0.681616,0.690476,0.667957,0.689000,0.661224,0.683902,0.692673,0.638857,0.693333,0.687191,0.641569,0.633803,0.671724,0.677867,0.657971,0.668571,0.685833,0.637228,0.673600,0.691294,0.672289,0.653333,0.696410,0.673498,
1.000000,260.000000,0.671111,0.677333,0.656092,0.707527,0.665155,0.677922,0.702069,0.681616,0.685714,0.667957,0.689000,0.661224,0.683902,0.692673,0.638857,0.693333,0.696889,0.641569,0.633803,0.671724,0.677867,0.657971,0.665714,0.685833,0.637228,0.673600,0.691294,0.672289,0.653333,0.696410,0.673567,
1.000000,270.000000,0.671111,0.677333,0.656092,0.707527,0.661935,0.677922,0.702069,0.681616,0.684651,0.667957,0.689000,0.661224,0.683902,0.692673,0.638857,0.693333,0.696889,0.642400,0.633803,0.671724,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.691294,0.672289,0.653333,0.696410,0.673342,
1.000000,280.000000,0.668182,0.677333,0.655172,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.696889,0.642400,0.633803,0.671724,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.691294,0.672289,0.653333,0.696410,0.672994,
1.000000,290.000000,0.668182,0.677333,0.655172,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.696889,0.642400,0.633803,0.671724,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.691294,0.672289,0.653333,0.696410,0.672994,
1.000000,300.000000,0.668182,0.677333,0.655172,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.693636,0.642400,0.633803,0.671724,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.686747,0.672289,0.653333,0.696410,0.672734,
1.000000,310.000000,0.665116,0.677333,0.655172,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.693636,0.642400,0.633803,0.676235,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.686747,0.672289,0.653333,0.696410,0.672782,
1.000000,320.000000,0.665116,0.677333,0.654253,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.693636,0.636735,0.633803,0.676235,0.677867,0.657971,0.665714,0.685833,0.637228,0.670303,0.686747,0.683765,0.653333,0.696410,0.672945,
1.000000,330.000000,0.665116,0.675556,0.654253,0.707527,0.661935,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.693636,0.636735,0.633803,0.676235,0.677867,0.657971,0.666667,0.688163,0.637228,0.670303,0.686747,0.683765,0.653333,0.696410,0.672995,
1.000000,340.000000,0.665116,0.675556,0.654253,0.707527,0.658495,0.677922,0.702069,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.688372,0.634286,0.633803,0.676235,0.677867,0.653333,0.666667,0.684948,0.637228,0.670303,0.686747,0.683765,0.653333,0.696410,0.672362,
1.000000,350.000000,0.665116,0.675556,0.654253,0.707527,0.658495,0.677922,0.698605,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.688372,0.634286,0.633803,0.676235,0.677867,0.653333,0.666667,0.684948,0.637228,0.670303,0.686747,0.683765,0.653333,0.696410,0.672246,
1.000000,360.000000,0.668837,0.675556,0.654253,0.707527,0.658495,0.677922,0.698605,0.681616,0.684878,0.667957,0.689000,0.661224,0.677073,0.692673,0.638857,0.693333,0.682857,0.634286,0.632464,0.676235,0.677867,0.653333,0.666667,0.684948,0.637228,0.670303,0.686747,0.680000,0.653333,0.696410,0.672016,
1.000000,370.000000,0.668837,0.675556,0.654253,0.707527,0.658495,0.677922,0.698605,0.681616,0.684878,0.667957,0.689000,0.661224,0.680000,0.692673,0.638857,0.693333,0.682857,0.636735,0.632464,0.676235,0.668267,0.653333,0.666667,0.684948,0.637228,0.669495,0.686747,0.668148,0.653333,0.696410,0.671453,
