1,100.000000,0.000000 41,1.000000,0.922885,1.000000,1.000000,0.164387,0.243902,0.368195
1,100.000000,0.180000 33,1.000000,1.013112,1.000000,1.000000,0.457021,0.465909,0.710000
1,100.000000,0.100000 38,1.000000,0.926064,1.000000,1.000000,0.425455,0.450000,0.684000
1,100.000000,0.100000 39,1.000000,0.926064,1.022222,1.022222,0.425455,0.455446,0.687129
1,100.000000,0.100000 39,1.000000,0.926064,1.022222,1.022222,0.425455,0.455446,0.687129
1,100.000000,0.100000 38,1.000000,0.926064,1.000000,1.000000,0.425455,0.450000,0.684000
1,100.000000,0.180000 35,1.000000,1.143188,1.000000,1.000000,0.481739,0.471264,0.725977
1,100.000000,0.180000 35,1.000000,1.143188,1.000000,1.000000,0.481739,0.471264,0.725977
1,100.000000,0.180000 35,1.000000,1.143188,1.000000,1.000000,0.481739,0.471264,0.725977
1,100.000000,0.180000 35,1.000000,1.143188,1.000000,1.000000,0.481739,0.471264,0.725977
1,1000.000000,0.220000 37,1.000000,1.131277,1.000000,1.000000,0.467273,0.469880,0.717590
1,1000.000000,0.220000 37,1.000000,1.131277,1.000000,1.000000,0.467273,0.469880,0.717590
1,1000.000000,0.140000 41,1.000000,0.749193,1.023256,1.023256,0.363200,0.468085,0.661277
1,1000.000000,0.120000 41,1.000000,0.742598,1.000000,1.000000,0.361600,0.468085,0.660426
1,1000.000000,0.140000 41,1.000000,0.749193,1.023256,1.023256,0.363200,0.468085,0.661277
1,1000.000000,0.120000 41,1.000000,0.742598,1.000000,1.000000,0.361600,0.468085,0.660426
1,100.000000,0.080000 33,1.000000,0.732581,1.000000,1.000000,0.372075,0.464646,0.663838
1,100.000000,0.080000 33,1.000000,0.732581,1.000000,1.000000,0.372075,0.464646,0.663838
